date,sales,sales_diff,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_8,lag_9,lag_10,lag_11,lag_12
2014-03-19,22652.0,-95.0,2674.0,-8523.0,1283.0,1561.0,1678.0,1353.0,-83.0,2724.0,-8524.0,1700.0,1099.0,1614.0
2014-03-20,24103.0,1451.0,-95.0,2674.0,-8523.0,1283.0,1561.0,1678.0,1353.0,-83.0,2724.0,-8524.0,1700.0,1099.0
2014-03-21,25629.0,1526.0,1451.0,-95.0,2674.0,-8523.0,1283.0,1561.0,1678.0,1353.0,-83.0,2724.0,-8524.0,1700.0
2014-03-22,27082.0,1453.0,1526.0,1451.0,-95.0,2674.0,-8523.0,1283.0,1561.0,1678.0,1353.0,-83.0,2724.0,-8524.0
2014-03-23,28580.0,1498.0,1453.0,1526.0,1451.0,-95.0,2674.0,-8523.0,1283.0,1561.0,1678.0,1353.0,-83.0,2724.0
2014-03-24,20025.0,-8555.0,1498.0,1453.0,1526.0,1451.0,-95.0,2674.0,-8523.0,1283.0,1561.0,1678.0,1353.0,-83.0
2014-03-25,22520.0,2495.0,-8555.0,1498.0,1453.0,1526.0,1451.0,-95.0,2674.0,-8523.0,1283.0,1561.0,1678.0,1353.0
2014-03-26,22898.0,378.0,2495.0,-8555.0,1498.0,1453.0,1526.0,1451.0,-95.0,2674.0,-8523.0,1283.0,1561.0,1678.0
2014-03-27,24298.0,1400.0,378.0,2495.0,-8555.0,1498.0,1453.0,1526.0,1451.0,-95.0,2674.0,-8523.0,1283.0,1561.0
2014-03-28,25756.0,1458.0,1400.0,378.0,2495.0,-8555.0,1498.0,1453.0,1526.0,1451.0,-95.0,2674.0,-8523.0,1283.0
2014-03-29,27247.0,1491.0,1458.0,1400.0,378.0,2495.0,-8555.0,1498.0,1453.0,1526.0,1451.0,-95.0,2674.0,-8523.0
2014-03-30,28522.0,1275.0,1491.0,1458.0,1400.0,378.0,2495.0,-8555.0,1498.0,1453.0,1526.0,1451.0,-95.0,2674.0
2014-03-31,20198.0,-8324.0,1275.0,1491.0,1458.0,1400.0,378.0,2495.0,-8555.0,1498.0,1453.0,1526.0,1451.0,-95.0
2014-04-01,25793.0,5595.0,-8324.0,1275.0,1491.0,1458.0,1400.0,378.0,2495.0,-8555.0,1498.0,1453.0,1526.0,1451.0
2014-04-02,25933.0,140.0,5595.0,-8324.0,1275.0,1491.0,1458.0,1400.0,378.0,2495.0,-8555.0,1498.0,1453.0,1526.0
2014-04-03,27947.0,2014.0,140.0,5595.0,-8324.0,1275.0,1491.0,1458.0,1400.0,378.0,2495.0,-8555.0,1498.0,1453.0
2014-04-04,29272.0,1325.0,2014.0,140.0,5595.0,-8324.0,1275.0,1491.0,1458.0,1400.0,378.0,2495.0,-8555.0,1498.0
2014-04-05,31223.0,1951.0,1325.0,2014.0,140.0,5595.0,-8324.0,1275.0,1491.0,1458.0,1400.0,378.0,2495.0,-8555.0
2014-04-06,33045.0,1822.0,1951.0,1325.0,2014.0,140.0,5595.0,-8324.0,1275.0,1491.0,1458.0,1400.0,378.0,2495.0
2014-04-07,23161.0,-9884.0,1822.0,1951.0,1325.0,2014.0,140.0,5595.0,-8324.0,1275.0,1491.0,1458.0,1400.0,378.0
2014-04-08,26180.0,3019.0,-9884.0,1822.0,1951.0,1325.0,2014.0,140.0,5595.0,-8324.0,1275.0,1491.0,1458.0,1400.0
2014-04-09,26150.0,-30.0,3019.0,-9884.0,1822.0,1951.0,1325.0,2014.0,140.0,5595.0,-8324.0,1275.0,1491.0,1458.0
2014-04-10,27839.0,1689.0,-30.0,3019.0,-9884.0,1822.0,1951.0,1325.0,2014.0,140.0,5595.0,-8324.0,1275.0,1491.0
2014-04-11,29296.0,1457.0,1689.0,-30.0,3019.0,-9884.0,1822.0,1951.0,1325.0,2014.0,140.0,5595.0,-8324.0,1275.0
2014-04-12,30808.0,1512.0,1457.0,1689.0,-30.0,3019.0,-9884.0,1822.0,1951.0,1325.0,2014.0,140.0,5595.0,-8324.0
2014-04-13,32630.0,1822.0,1512.0,1457.0,1689.0,-30.0,3019.0,-9884.0,1822.0,1951.0,1325.0,2014.0,140.0,5595.0
2014-04-14,22900.0,-9730.0,1822.0,1512.0,1457.0,1689.0,-30.0,3019.0,-9884.0,1822.0,1951.0,1325.0,2014.0,140.0
2014-04-15,26152.0,3252.0,-9730.0,1822.0,1512.0,1457.0,1689.0,-30.0,3019.0,-9884.0,1822.0,1951.0,1325.0,2014.0
2014-04-16,26124.0,-28.0,3252.0,-9730.0,1822.0,1512.0,1457.0,1689.0,-30.0,3019.0,-9884.0,1822.0,1951.0,1325.0
2014-04-17,27993.0,1869.0,-28.0,3252.0,-9730.0,1822.0,1512.0,1457.0,1689.0,-30.0,3019.0,-9884.0,1822.0,1951.0
2014-04-18,29152.0,1159.0,1869.0,-28.0,3252.0,-9730.0,1822.0,1512.0,1457.0,1689.0,-30.0,3019.0,-9884.0,1822.0
2014-04-19,30961.0,1809.0,1159.0,1869.0,-28.0,3252.0,-9730.0,1822.0,1512.0,1457.0,1689.0,-30.0,3019.0,-9884.0
2014-04-20,32560.0,1599.0,1809.0,1159.0,1869.0,-28.0,3252.0,-9730.0,1822.0,1512.0,1457.0,1689.0,-30.0,3019.0
2014-04-21,22664.0,-9896.0,1599.0,1809.0,1159.0,1869.0,-28.0,3252.0,-9730.0,1822.0,1512.0,1457.0,1689.0,-30.0
2014-04-22,26258.0,3594.0,-9896.0,1599.0,1809.0,1159.0,1869.0,-28.0,3252.0,-9730.0,1822.0,1512.0,1457.0,1689.0
2014-04-23,25962.0,-296.0,3594.0,-9896.0,1599.0,1809.0,1159.0,1869.0,-28.0,3252.0,-9730.0,1822.0,1512.0,1457.0
2014-04-24,27535.0,1573.0,-296.0,3594.0,-9896.0,1599.0,1809.0,1159.0,1869.0,-28.0,3252.0,-9730.0,1822.0,1512.0
2014-04-25,29399.0,1864.0,1573.0,-296.0,3594.0,-9896.0,1599.0,1809.0,1159.0,1869.0,-28.0,3252.0,-9730.0,1822.0
2014-04-26,30937.0,1538.0,1864.0,1573.0,-296.0,3594.0,-9896.0,1599.0,1809.0,1159.0,1869.0,-28.0,3252.0,-9730.0
2014-04-27,32880.0,1943.0,1538.0,1864.0,1573.0,-296.0,3594.0,-9896.0,1599.0,1809.0,1159.0,1869.0,-28.0,3252.0
2014-04-28,22868.0,-10012.0,1943.0,1538.0,1864.0,1573.0,-296.0,3594.0,-9896.0,1599.0,1809.0,1159.0,1869.0,-28.0
2014-04-29,26074.0,3206.0,-10012.0,1943.0,1538.0,1864.0,1573.0,-296.0,3594.0,-9896.0,1599.0,1809.0,1159.0,1869.0
2014-04-30,26221.0,147.0,3206.0,-10012.0,1943.0,1538.0,1864.0,1573.0,-296.0,3594.0,-9896.0,1599.0,1809.0,1159.0
2014-05-01,29518.0,3297.0,147.0,3206.0,-10012.0,1943.0,1538.0,1864.0,1573.0,-296.0,3594.0,-9896.0,1599.0,1809.0
2014-05-02,31546.0,2028.0,3297.0,147.0,3206.0,-10012.0,1943.0,1538.0,1864.0,1573.0,-296.0,3594.0,-9896.0,1599.0
2014-05-03,33082.0,1536.0,2028.0,3297.0,147.0,3206.0,-10012.0,1943.0,1538.0,1864.0,1573.0,-296.0,3594.0,-9896.0
2014-05-04,34764.0,1682.0,1536.0,2028.0,3297.0,147.0,3206.0,-10012.0,1943.0,1538.0,1864.0,1573.0,-296.0,3594.0
2014-05-05,24228.0,-10536.0,1682.0,1536.0,2028.0,3297.0,147.0,3206.0,-10012.0,1943.0,1538.0,1864.0,1573.0,-296.0
2014-05-06,27892.0,3664.0,-10536.0,1682.0,1536.0,2028.0,3297.0,147.0,3206.0,-10012.0,1943.0,1538.0,1864.0,1573.0
2014-05-07,27500.0,-392.0,3664.0,-10536.0,1682.0,1536.0,2028.0,3297.0,147.0,3206.0,-10012.0,1943.0,1538.0,1864.0
2014-05-08,29116.0,1616.0,-392.0,3664.0,-10536.0,1682.0,1536.0,2028.0,3297.0,147.0,3206.0,-10012.0,1943.0,1538.0
2014-05-09,31082.0,1966.0,1616.0,-392.0,3664.0,-10536.0,1682.0,1536.0,2028.0,3297.0,147.0,3206.0,-10012.0,1943.0
2014-05-10,33093.0,2011.0,1966.0,1616.0,-392.0,3664.0,-10536.0,1682.0,1536.0,2028.0,3297.0,147.0,3206.0,-10012.0
2014-05-11,34604.0,1511.0,2011.0,1966.0,1616.0,-392.0,3664.0,-10536.0,1682.0,1536.0,2028.0,3297.0,147.0,3206.0
2014-05-12,24453.0,-10151.0,1511.0,2011.0,1966.0,1616.0,-392.0,3664.0,-10536.0,1682.0,1536.0,2028.0,3297.0,147.0
2014-05-13,27927.0,3474.0,-10151.0,1511.0,2011.0,1966.0,1616.0,-392.0,3664.0,-10536.0,1682.0,1536.0,2028.0,3297.0
2014-05-14,27878.0,-49.0,3474.0,-10151.0,1511.0,2011.0,1966.0,1616.0,-392.0,3664.0,-10536.0,1682.0,1536.0,2028.0
2014-05-15,29536.0,1658.0,-49.0,3474.0,-10151.0,1511.0,2011.0,1966.0,1616.0,-392.0,3664.0,-10536.0,1682.0,1536.0
2014-05-16,31162.0,1626.0,1658.0,-49.0,3474.0,-10151.0,1511.0,2011.0,1966.0,1616.0,-392.0,3664.0,-10536.0,1682.0
2014-05-17,33300.0,2138.0,1626.0,1658.0,-49.0,3474.0,-10151.0,1511.0,2011.0,1966.0,1616.0,-392.0,3664.0,-10536.0
2014-05-18,34796.0,1496.0,2138.0,1626.0,1658.0,-49.0,3474.0,-10151.0,1511.0,2011.0,1966.0,1616.0,-392.0,3664.0
2014-05-19,24069.0,-10727.0,1496.0,2138.0,1626.0,1658.0,-49.0,3474.0,-10151.0,1511.0,2011.0,1966.0,1616.0,-392.0
2014-05-20,27590.0,3521.0,-10727.0,1496.0,2138.0,1626.0,1658.0,-49.0,3474.0,-10151.0,1511.0,2011.0,1966.0,1616.0
2014-05-21,27787.0,197.0,3521.0,-10727.0,1496.0,2138.0,1626.0,1658.0,-49.0,3474.0,-10151.0,1511.0,2011.0,1966.0
2014-05-22,29257.0,1470.0,197.0,3521.0,-10727.0,1496.0,2138.0,1626.0,1658.0,-49.0,3474.0,-10151.0,1511.0,2011.0
2014-05-23,30807.0,1550.0,1470.0,197.0,3521.0,-10727.0,1496.0,2138.0,1626.0,1658.0,-49.0,3474.0,-10151.0,1511.0
2014-05-24,33183.0,2376.0,1550.0,1470.0,197.0,3521.0,-10727.0,1496.0,2138.0,1626.0,1658.0,-49.0,3474.0,-10151.0
2014-05-25,34691.0,1508.0,2376.0,1550.0,1470.0,197.0,3521.0,-10727.0,1496.0,2138.0,1626.0,1658.0,-49.0,3474.0
2014-05-26,24348.0,-10343.0,1508.0,2376.0,1550.0,1470.0,197.0,3521.0,-10727.0,1496.0,2138.0,1626.0,1658.0,-49.0
2014-05-27,27573.0,3225.0,-10343.0,1508.0,2376.0,1550.0,1470.0,197.0,3521.0,-10727.0,1496.0,2138.0,1626.0,1658.0
2014-05-28,27586.0,13.0,3225.0,-10343.0,1508.0,2376.0,1550.0,1470.0,197.0,3521.0,-10727.0,1496.0,2138.0,1626.0
2014-05-29,29189.0,1603.0,13.0,3225.0,-10343.0,1508.0,2376.0,1550.0,1470.0,197.0,3521.0,-10727.0,1496.0,2138.0
2014-05-30,31308.0,2119.0,1603.0,13.0,3225.0,-10343.0,1508.0,2376.0,1550.0,1470.0,197.0,3521.0,-10727.0,1496.0
2014-05-31,32828.0,1520.0,2119.0,1603.0,13.0,3225.0,-10343.0,1508.0,2376.0,1550.0,1470.0,197.0,3521.0,-10727.0
2014-06-01,36805.0,3977.0,1520.0,2119.0,1603.0,13.0,3225.0,-10343.0,1508.0,2376.0,1550.0,1470.0,197.0,3521.0
2014-06-02,25575.0,-11230.0,3977.0,1520.0,2119.0,1603.0,13.0,3225.0,-10343.0,1508.0,2376.0,1550.0,1470.0,197.0
2014-06-03,28950.0,3375.0,-11230.0,3977.0,1520.0,2119.0,1603.0,13.0,3225.0,-10343.0,1508.0,2376.0,1550.0,1470.0
2014-06-04,29548.0,598.0,3375.0,-11230.0,3977.0,1520.0,2119.0,1603.0,13.0,3225.0,-10343.0,1508.0,2376.0,1550.0
2014-06-05,31032.0,1484.0,598.0,3375.0,-11230.0,3977.0,1520.0,2119.0,1603.0,13.0,3225.0,-10343.0,1508.0,2376.0
2014-06-06,32872.0,1840.0,1484.0,598.0,3375.0,-11230.0,3977.0,1520.0,2119.0,1603.0,13.0,3225.0,-10343.0,1508.0
2014-06-07,34480.0,1608.0,1840.0,1484.0,598.0,3375.0,-11230.0,3977.0,1520.0,2119.0,1603.0,13.0,3225.0,-10343.0
2014-06-08,36597.0,2117.0,1608.0,1840.0,1484.0,598.0,3375.0,-11230.0,3977.0,1520.0,2119.0,1603.0,13.0,3225.0
2014-06-09,25568.0,-11029.0,2117.0,1608.0,1840.0,1484.0,598.0,3375.0,-11230.0,3977.0,1520.0,2119.0,1603.0,13.0
2014-06-10,29310.0,3742.0,-11029.0,2117.0,1608.0,1840.0,1484.0,598.0,3375.0,-11230.0,3977.0,1520.0,2119.0,1603.0
2014-06-11,29157.0,-153.0,3742.0,-11029.0,2117.0,1608.0,1840.0,1484.0,598.0,3375.0,-11230.0,3977.0,1520.0,2119.0
2014-06-12,30968.0,1811.0,-153.0,3742.0,-11029.0,2117.0,1608.0,1840.0,1484.0,598.0,3375.0,-11230.0,3977.0,1520.0
2014-06-13,33169.0,2201.0,1811.0,-153.0,3742.0,-11029.0,2117.0,1608.0,1840.0,1484.0,598.0,3375.0,-11230.0,3977.0
2014-06-14,35146.0,1977.0,2201.0,1811.0,-153.0,3742.0,-11029.0,2117.0,1608.0,1840.0,1484.0,598.0,3375.0,-11230.0
2014-06-15,37357.0,2211.0,1977.0,2201.0,1811.0,-153.0,3742.0,-11029.0,2117.0,1608.0,1840.0,1484.0,598.0,3375.0
2014-06-16,25679.0,-11678.0,2211.0,1977.0,2201.0,1811.0,-153.0,3742.0,-11029.0,2117.0,1608.0,1840.0,1484.0,598.0
2014-06-17,29230.0,3551.0,-11678.0,2211.0,1977.0,2201.0,1811.0,-153.0,3742.0,-11029.0,2117.0,1608.0,1840.0,1484.0
2014-06-18,29277.0,47.0,3551.0,-11678.0,2211.0,1977.0,2201.0,1811.0,-153.0,3742.0,-11029.0,2117.0,1608.0,1840.0
2014-06-19,31235.0,1958.0,47.0,3551.0,-11678.0,2211.0,1977.0,2201.0,1811.0,-153.0,3742.0,-11029.0,2117.0,1608.0
2014-06-20,33026.0,1791.0,1958.0,47.0,3551.0,-11678.0,2211.0,1977.0,2201.0,1811.0,-153.0,3742.0,-11029.0,2117.0
2014-06-21,35452.0,2426.0,1791.0,1958.0,47.0,3551.0,-11678.0,2211.0,1977.0,2201.0,1811.0,-153.0,3742.0,-11029.0
2014-06-22,36668.0,1216.0,2426.0,1791.0,1958.0,47.0,3551.0,-11678.0,2211.0,1977.0,2201.0,1811.0,-153.0,3742.0
2014-06-23,25857.0,-10811.0,1216.0,2426.0,1791.0,1958.0,47.0,3551.0,-11678.0,2211.0,1977.0,2201.0,1811.0,-153.0
2014-06-24,28855.0,2998.0,-10811.0,1216.0,2426.0,1791.0,1958.0,47.0,3551.0,-11678.0,2211.0,1977.0,2201.0,1811.0
2014-06-25,29269.0,414.0,2998.0,-10811.0,1216.0,2426.0,1791.0,1958.0,47.0,3551.0,-11678.0,2211.0,1977.0,2201.0
2014-06-26,31524.0,2255.0,414.0,2998.0,-10811.0,1216.0,2426.0,1791.0,1958.0,47.0,3551.0,-11678.0,2211.0,1977.0
2014-06-27,33179.0,1655.0,2255.0,414.0,2998.0,-10811.0,1216.0,2426.0,1791.0,1958.0,47.0,3551.0,-11678.0,2211.0
2014-06-28,35036.0,1857.0,1655.0,2255.0,414.0,2998.0,-10811.0,1216.0,2426.0,1791.0,1958.0,47.0,3551.0,-11678.0
2014-06-29,36961.0,1925.0,1857.0,1655.0,2255.0,414.0,2998.0,-10811.0,1216.0,2426.0,1791.0,1958.0,47.0,3551.0
2014-06-30,25551.0,-11410.0,1925.0,1857.0,1655.0,2255.0,414.0,2998.0,-10811.0,1216.0,2426.0,1791.0,1958.0,47.0
2014-07-01,30871.0,5320.0,-11410.0,1925.0,1857.0,1655.0,2255.0,414.0,2998.0,-10811.0,1216.0,2426.0,1791.0,1958.0
2014-07-02,31092.0,221.0,5320.0,-11410.0,1925.0,1857.0,1655.0,2255.0,414.0,2998.0,-10811.0,1216.0,2426.0,1791.0
2014-07-03,32960.0,1868.0,221.0,5320.0,-11410.0,1925.0,1857.0,1655.0,2255.0,414.0,2998.0,-10811.0,1216.0,2426.0
2014-07-04,34995.0,2035.0,1868.0,221.0,5320.0,-11410.0,1925.0,1857.0,1655.0,2255.0,414.0,2998.0,-10811.0,1216.0
2014-07-05,36958.0,1963.0,2035.0,1868.0,221.0,5320.0,-11410.0,1925.0,1857.0,1655.0,2255.0,414.0,2998.0,-10811.0
2014-07-06,38909.0,1951.0,1963.0,2035.0,1868.0,221.0,5320.0,-11410.0,1925.0,1857.0,1655.0,2255.0,414.0,2998.0
2014-07-07,27152.0,-11757.0,1951.0,1963.0,2035.0,1868.0,221.0,5320.0,-11410.0,1925.0,1857.0,1655.0,2255.0,414.0
2014-07-08,31115.0,3963.0,-11757.0,1951.0,1963.0,2035.0,1868.0,221.0,5320.0,-11410.0,1925.0,1857.0,1655.0,2255.0
2014-07-09,30651.0,-464.0,3963.0,-11757.0,1951.0,1963.0,2035.0,1868.0,221.0,5320.0,-11410.0,1925.0,1857.0,1655.0
2014-07-10,33033.0,2382.0,-464.0,3963.0,-11757.0,1951.0,1963.0,2035.0,1868.0,221.0,5320.0,-11410.0,1925.0,1857.0
2014-07-11,34949.0,1916.0,2382.0,-464.0,3963.0,-11757.0,1951.0,1963.0,2035.0,1868.0,221.0,5320.0,-11410.0,1925.0
2014-07-12,36989.0,2040.0,1916.0,2382.0,-464.0,3963.0,-11757.0,1951.0,1963.0,2035.0,1868.0,221.0,5320.0,-11410.0
2014-07-13,38763.0,1774.0,2040.0,1916.0,2382.0,-464.0,3963.0,-11757.0,1951.0,1963.0,2035.0,1868.0,221.0,5320.0
2014-07-14,26881.0,-11882.0,1774.0,2040.0,1916.0,2382.0,-464.0,3963.0,-11757.0,1951.0,1963.0,2035.0,1868.0,221.0
2014-07-15,31042.0,4161.0,-11882.0,1774.0,2040.0,1916.0,2382.0,-464.0,3963.0,-11757.0,1951.0,1963.0,2035.0,1868.0
2014-07-16,30726.0,-316.0,4161.0,-11882.0,1774.0,2040.0,1916.0,2382.0,-464.0,3963.0,-11757.0,1951.0,1963.0,2035.0
2014-07-17,32825.0,2099.0,-316.0,4161.0,-11882.0,1774.0,2040.0,1916.0,2382.0,-464.0,3963.0,-11757.0,1951.0,1963.0
2014-07-18,35027.0,2202.0,2099.0,-316.0,4161.0,-11882.0,1774.0,2040.0,1916.0,2382.0,-464.0,3963.0,-11757.0,1951.0
2014-07-19,36783.0,1756.0,2202.0,2099.0,-316.0,4161.0,-11882.0,1774.0,2040.0,1916.0,2382.0,-464.0,3963.0,-11757.0
2014-07-20,38944.0,2161.0,1756.0,2202.0,2099.0,-316.0,4161.0,-11882.0,1774.0,2040.0,1916.0,2382.0,-464.0,3963.0
2014-07-21,27219.0,-11725.0,2161.0,1756.0,2202.0,2099.0,-316.0,4161.0,-11882.0,1774.0,2040.0,1916.0,2382.0,-464.0
2014-07-22,30815.0,3596.0,-11725.0,2161.0,1756.0,2202.0,2099.0,-316.0,4161.0,-11882.0,1774.0,2040.0,1916.0,2382.0
2014-07-23,30586.0,-229.0,3596.0,-11725.0,2161.0,1756.0,2202.0,2099.0,-316.0,4161.0,-11882.0,1774.0,2040.0,1916.0
2014-07-24,32719.0,2133.0,-229.0,3596.0,-11725.0,2161.0,1756.0,2202.0,2099.0,-316.0,4161.0,-11882.0,1774.0,2040.0
2014-07-25,35150.0,2431.0,2133.0,-229.0,3596.0,-11725.0,2161.0,1756.0,2202.0,2099.0,-316.0,4161.0,-11882.0,1774.0
2014-07-26,37196.0,2046.0,2431.0,2133.0,-229.0,3596.0,-11725.0,2161.0,1756.0,2202.0,2099.0,-316.0,4161.0,-11882.0
2014-07-27,39208.0,2012.0,2046.0,2431.0,2133.0,-229.0,3596.0,-11725.0,2161.0,1756.0,2202.0,2099.0,-316.0,4161.0
2014-07-28,26941.0,-12267.0,2012.0,2046.0,2431.0,2133.0,-229.0,3596.0,-11725.0,2161.0,1756.0,2202.0,2099.0,-316.0
2014-07-29,31038.0,4097.0,-12267.0,2012.0,2046.0,2431.0,2133.0,-229.0,3596.0,-11725.0,2161.0,1756.0,2202.0,2099.0
2014-07-30,31171.0,133.0,4097.0,-12267.0,2012.0,2046.0,2431.0,2133.0,-229.0,3596.0,-11725.0,2161.0,1756.0,2202.0
2014-07-31,32920.0,1749.0,133.0,4097.0,-12267.0,2012.0,2046.0,2431.0,2133.0,-229.0,3596.0,-11725.0,2161.0,1756.0
2014-08-01,31033.0,-1887.0,1749.0,133.0,4097.0,-12267.0,2012.0,2046.0,2431.0,2133.0,-229.0,3596.0,-11725.0,2161.0
2014-08-02,33048.0,2015.0,-1887.0,1749.0,133.0,4097.0,-12267.0,2012.0,2046.0,2431.0,2133.0,-229.0,3596.0,-11725.0
2014-08-03,34416.0,1368.0,2015.0,-1887.0,1749.0,133.0,4097.0,-12267.0,2012.0,2046.0,2431.0,2133.0,-229.0,3596.0
2014-08-04,24116.0,-10300.0,1368.0,2015.0,-1887.0,1749.0,133.0,4097.0,-12267.0,2012.0,2046.0,2431.0,2133.0,-229.0
2014-08-05,27636.0,3520.0,-10300.0,1368.0,2015.0,-1887.0,1749.0,133.0,4097.0,-12267.0,2012.0,2046.0,2431.0,2133.0
2014-08-06,27741.0,105.0,3520.0,-10300.0,1368.0,2015.0,-1887.0,1749.0,133.0,4097.0,-12267.0,2012.0,2046.0,2431.0
2014-08-07,29350.0,1609.0,105.0,3520.0,-10300.0,1368.0,2015.0,-1887.0,1749.0,133.0,4097.0,-12267.0,2012.0,2046.0
2014-08-08,31252.0,1902.0,1609.0,105.0,3520.0,-10300.0,1368.0,2015.0,-1887.0,1749.0,133.0,4097.0,-12267.0,2012.0
2014-08-09,32960.0,1708.0,1902.0,1609.0,105.0,3520.0,-10300.0,1368.0,2015.0,-1887.0,1749.0,133.0,4097.0,-12267.0
2014-08-10,35031.0,2071.0,1708.0,1902.0,1609.0,105.0,3520.0,-10300.0,1368.0,2015.0,-1887.0,1749.0,133.0,4097.0
2014-08-11,24213.0,-10818.0,2071.0,1708.0,1902.0,1609.0,105.0,3520.0,-10300.0,1368.0,2015.0,-1887.0,1749.0,133.0
2014-08-12,27668.0,3455.0,-10818.0,2071.0,1708.0,1902.0,1609.0,105.0,3520.0,-10300.0,1368.0,2015.0,-1887.0,1749.0
2014-08-13,27566.0,-102.0,3455.0,-10818.0,2071.0,1708.0,1902.0,1609.0,105.0,3520.0,-10300.0,1368.0,2015.0,-1887.0
2014-08-14,29529.0,1963.0,-102.0,3455.0,-10818.0,2071.0,1708.0,1902.0,1609.0,105.0,3520.0,-10300.0,1368.0,2015.0
2014-08-15,31052.0,1523.0,1963.0,-102.0,3455.0,-10818.0,2071.0,1708.0,1902.0,1609.0,105.0,3520.0,-10300.0,1368.0
2014-08-16,33158.0,2106.0,1523.0,1963.0,-102.0,3455.0,-10818.0,2071.0,1708.0,1902.0,1609.0,105.0,3520.0,-10300.0
2014-08-17,34995.0,1837.0,2106.0,1523.0,1963.0,-102.0,3455.0,-10818.0,2071.0,1708.0,1902.0,1609.0,105.0,3520.0
2014-08-18,24226.0,-10769.0,1837.0,2106.0,1523.0,1963.0,-102.0,3455.0,-10818.0,2071.0,1708.0,1902.0,1609.0,105.0
2014-08-19,27675.0,3449.0,-10769.0,1837.0,2106.0,1523.0,1963.0,-102.0,3455.0,-10818.0,2071.0,1708.0,1902.0,1609.0
2014-08-20,27661.0,-14.0,3449.0,-10769.0,1837.0,2106.0,1523.0,1963.0,-102.0,3455.0,-10818.0,2071.0,1708.0,1902.0
2014-08-21,29367.0,1706.0,-14.0,3449.0,-10769.0,1837.0,2106.0,1523.0,1963.0,-102.0,3455.0,-10818.0,2071.0,1708.0
2014-08-22,30967.0,1600.0,1706.0,-14.0,3449.0,-10769.0,1837.0,2106.0,1523.0,1963.0,-102.0,3455.0,-10818.0,2071.0
2014-08-23,32808.0,1841.0,1600.0,1706.0,-14.0,3449.0,-10769.0,1837.0,2106.0,1523.0,1963.0,-102.0,3455.0,-10818.0
2014-08-24,34710.0,1902.0,1841.0,1600.0,1706.0,-14.0,3449.0,-10769.0,1837.0,2106.0,1523.0,1963.0,-102.0,3455.0
2014-08-25,24010.0,-10700.0,1902.0,1841.0,1600.0,1706.0,-14.0,3449.0,-10769.0,1837.0,2106.0,1523.0,1963.0,-102.0
2014-08-26,27903.0,3893.0,-10700.0,1902.0,1841.0,1600.0,1706.0,-14.0,3449.0,-10769.0,1837.0,2106.0,1523.0,1963.0
2014-08-27,27696.0,-207.0,3893.0,-10700.0,1902.0,1841.0,1600.0,1706.0,-14.0,3449.0,-10769.0,1837.0,2106.0,1523.0
2014-08-28,29370.0,1674.0,-207.0,3893.0,-10700.0,1902.0,1841.0,1600.0,1706.0,-14.0,3449.0,-10769.0,1837.0,2106.0
2014-08-29,31383.0,2013.0,1674.0,-207.0,3893.0,-10700.0,1902.0,1841.0,1600.0,1706.0,-14.0,3449.0,-10769.0,1837.0
2014-08-30,32941.0,1558.0,2013.0,1674.0,-207.0,3893.0,-10700.0,1902.0,1841.0,1600.0,1706.0,-14.0,3449.0,-10769.0
2014-08-31,34664.0,1723.0,1558.0,2013.0,1674.0,-207.0,3893.0,-10700.0,1902.0,1841.0,1600.0,1706.0,-14.0,3449.0
2014-09-01,22534.0,-12130.0,1723.0,1558.0,2013.0,1674.0,-207.0,3893.0,-10700.0,1902.0,1841.0,1600.0,1706.0,-14.0
2014-09-02,26020.0,3486.0,-12130.0,1723.0,1558.0,2013.0,1674.0,-207.0,3893.0,-10700.0,1902.0,1841.0,1600.0,1706.0
2014-09-03,26084.0,64.0,3486.0,-12130.0,1723.0,1558.0,2013.0,1674.0,-207.0,3893.0,-10700.0,1902.0,1841.0,1600.0
2014-09-04,27807.0,1723.0,64.0,3486.0,-12130.0,1723.0,1558.0,2013.0,1674.0,-207.0,3893.0,-10700.0,1902.0,1841.0
2014-09-05,29540.0,1733.0,1723.0,64.0,3486.0,-12130.0,1723.0,1558.0,2013.0,1674.0,-207.0,3893.0,-10700.0,1902.0
2014-09-06,30932.0,1392.0,1733.0,1723.0,64.0,3486.0,-12130.0,1723.0,1558.0,2013.0,1674.0,-207.0,3893.0,-10700.0
2014-09-07,32882.0,1950.0,1392.0,1733.0,1723.0,64.0,3486.0,-12130.0,1723.0,1558.0,2013.0,1674.0,-207.0,3893.0
2014-09-08,22870.0,-10012.0,1950.0,1392.0,1733.0,1723.0,64.0,3486.0,-12130.0,1723.0,1558.0,2013.0,1674.0,-207.0
2014-09-09,26117.0,3247.0,-10012.0,1950.0,1392.0,1733.0,1723.0,64.0,3486.0,-12130.0,1723.0,1558.0,2013.0,1674.0
2014-09-10,26058.0,-59.0,3247.0,-10012.0,1950.0,1392.0,1733.0,1723.0,64.0,3486.0,-12130.0,1723.0,1558.0,2013.0
2014-09-11,27462.0,1404.0,-59.0,3247.0,-10012.0,1950.0,1392.0,1733.0,1723.0,64.0,3486.0,-12130.0,1723.0,1558.0
2014-09-12,29153.0,1691.0,1404.0,-59.0,3247.0,-10012.0,1950.0,1392.0,1733.0,1723.0,64.0,3486.0,-12130.0,1723.0
